FFQ	93	30	15	69	17308	40915	28527	40144	45505	42402	51841	56749	72075	68903	94074	103276	115414	146908	158375	196196	241883	246819	312636	444471	488796	627465	767095	1030987	1275669	1715045	2567930	3474921	4479015	5447320	6696233	8800582	10852680	16516728	26490855	26353795	0	0	0
FFQ	94	42	20	72	17757	42024	28737	41365	46277	43492	52741	57739	72345	69866	95480	104576	116039	148337	159463	196848	242664	247756	316108	445132	489582	627794	768458	1032644	1274531	1715105	2566807	3463272	4471480	5438593	6691295	8790914	10843029	16508220	26487296	26395751	0	0	0
FFQ	95	34	11	64	17832	42615	29395	42103	47069	44179	53339	58846	73114	70861	96854	105327	117623	149453	161043	199218	245134	249509	318380	447849	493377	629272	769099	1033072	1276718	1710042	2556183	3448528	4450876	5412287	6662139	8759867	10808180	16476868	26497533	26555757	0	1	0
FFQ	96	53	30	130	18266	42729	28968	41906	47597	44061	53051	58356	73550	70389	96232	104881	116984	147913	159813	197871	243188	247592	315068	444544	488790	626273	765220	1024393	1265518	1698888	2542727	3435426	4439351	5403188	6653570	8755051	10808134	16489002	26532393	26628555	0	0	0
FFQ	97	20	18	70	17988	42899	30167	41911	47725	44630	53552	59174	73443	70831	96529	105917	117674	150277	161611	199340	243888	250035	317329	448285	491295	625973	765087	1028246	1265298	1697779	2534748	3418937	4422215	5389816	6635986	8730104	10793838	16461559	26533334	26742123	0	0	0
FFQ	98	41	16	79	18420	43041	29954	42540	47733	44796	53483	59293	73701	70797	97191	105025	117866	149459	162053	197411	242720	248856	316248	443487	486974	620900	757354	1016236	1250520	1679120	2508891	3378536	4375766	5333691	6593977	8676324	10747655	16436133	26604324	27079040	0	0	0
FFQ	99	17	18	89	18406	43694	30032	42718	47519	44682	53731	59273	73419	70896	97128	105144	117373	148163	161973	197804	241601	247619	315146	444066	487661	620524	756557	1015057	1246942	1669987	2493626	3356651	4354498	5304084	6570244	8653238	10727748	16422330	26616352	27253641	0	0	0
FFQ	100	28	14	70	18927	44255	30547	42998	48454	45520	54165	60355	74685	72055	98116	105876	119738	150777	163013	200062	244127	249701	317257	446632	489672	623395	759648	1014863	1245537	1669997	2490889	3348722	4339959	5300041	6555162	8636661	10723409	16405709	26628106	27290509	0	0	0
FFQ	101	22	19	74	20241	47168	32895	46685	52143	48690	57939	63892	79301	76734	103994	112804	125580	158036	171446	209341	255772	261363	329372	464291	507804	621272	755746	1011746	1239172	1665346	2478654	3333386	4323679	5276055	6529264	8613585	10696965	16380838	26619226	27339111	0	0	0
FFQ	102	43	28	105	20212	47776	32683	46493	51892	48321	57547	63657	79255	75731	103127	112131	124851	156371	169522	207387	254185	258703	326837	460861	504461	616557	751700	1005924	1235972	1652320	2465964	3320820	4309729	5262692	6519194	8600325	10686135	16384808	26653465	27441867	0	0	0
FFQ	103	34	21	66	20762	48162	32919	46956	52649	48821	58473	64153	79974	76784	104238	113351	125011	158469	170930	209361	255737	260825	330397	464041	507568	620395	754866	1009247	1237667	1657961	2468417	3315999	4301637	5254604	6514489	8587616	10673630	16366900	26643622	27472899	0	0	0
FFQ	104	106	44	196	20868	48787	32838	47210	52790	48759	59127	63884	79958	76414	103835	113239	124631	157700	170240	208051	254133	259157	328600	460903	502544	616833	751138	1002375	1228966	1643510	2447849	3289991	4271874	5216869	6480950	8545274	10632659	16334197	26659445	27773707	0	0	0
FFQ	105	103	39	162	21481	49755	33806	48229	53983	49800	59854	65222	81200	78260	105708	114616	126567	160437	172221	210119	257238	262194	331492	465401	506995	620277	755099	1007029	1233213	1646206	2448201	3281262	4255385	5200287	6454531	8517269	10602143	16292268	26621372	27920227	0	0	0
FFQ	106	72	30	151	21211	50039	33932	48563	54066	49976	60111	65366	81756	77995	105569	114796	127411	160368	172414	211753	257502	262228	330648	464019	508307	620778	754100	1006500	1228601	1642679	2442224	3275376	4247122	5186415	6438617	8498276	10586525	16266245	26610216	28047694	0	0	0
FFQ	107	20	12	82	21812	51189	34680	50080	54775	50549	61006	66781	82795	78711	107296	116057	128895	162571	174523	212316	258121	264024	334778	466986	510050	620622	755757	1007937	1228246	1640782	2433153	3254516	4226065	5158255	6410366	8464546	10554650	16236141	26613372	28217134	0	0	0
FFQ	108	37	23	117	21993	51479	35461	49837	55187	51366	61573	66823	82908	78491	106682	115482	128785	161848	173820	212069	257866	264215	332649	464861	508722	616978	749928	1002423	1220659	1627051	2413059	3224431	4191302	5129404	6379048	8423963	10525381	16207361	26647895	28468474	0	0	0
FFQ	109	61	33	136	23311	54253	36839	51878	57705	52414	62823	68997	84914	81091	109383	117280	131064	163200	176896	214408	260402	265943	336301	468968	508021	621889	753078	1000840	1217942	1622179	2403985	3201447	4171972	5103518	6356285	8394203	10499221	16180678	26656719	28599374	0	0	0
FFQ	110	89	33	143	22426	51641	34940	50173	55406	51293	61056	66419	82385	78907	107060	114613	128129	160727	172176	211021	255496	261742	330039	460458	503993	612245	743065	987235	1200898	1602940	2379728	3178521	4142172	5071469	6325279	8379167	10481860	16185147	26747975	28811585	0	0	0
FFQ	111	57	23	99	23072	53665	36374	51941	56849	52489	62494	68268	84364	81300	109271	116908	131174	163167	176426	214669	259396	266490	335016	468589	508630	618009	750637	996411	1210917	1612504	2387762	3178870	4141235	5066217	6318305	8355087	10456160	16151685	26684512	28860609	0	0	0
FFQ	112	41	31	102	23725	54334	36576	52652	58453	53798	63764	69181	85418	81828	110613	119393	132864	165869	178663	216592	263182	268523	336942	470418	512499	622212	755598	1002319	1214938	1617377	2392023	3183911	4136621	5059481	6309566	8340288	10450901	16131324	26647326	28890305	0	0	0
FFQ	113	84	35	161	23484	54868	36489	52738	58914	53808	63244	69603	86114	82500	111458	119241	132883	166754	178997	217202	263142	268687	338484	471919	514762	623102	755665	1001946	1213439	1614798	2384795	3163866	4115298	5031486	6282904	8301392	10410635	16083727	26661418	29099609	0	0	0
FFQ	114	49	24	129	24033	55604	37567	53108	58793	54132	64304	69926	86768	82691	110923	118212	133303	166090	178707	215985	262341	268698	338003	471163	511333	619924	751832	995450	1209715	1606945	2375197	3148093	4093399	5012134	6258655	8279961	10383974	16070864	26677845	29263777	0	0	0
FFQ	115	55	45	171	24568	56158	37249	53351	59286	54369	64312	70116	86694	82474	110986	119899	133163	165994	178801	216582	262725	268277	337755	469898	511919	619182	748753	992868	1205194	1598946	2358362	3123689	4064333	4971598	6220123	8236151	10340198	16038410	26699309	29527687	0	1	0
FFQ	116	86	37	153	25723	58241	38227	55827	61154	56251	67333	72281	89543	84723	114212	122629	136433	169317	181865	221277	266343	272329	342266	476543	515776	624714	755508	999257	1211078	1605592	2363117	3126483	4061328	4967943	6205036	8208879	10322344	15986554	26643137	29600112	0	0	0
FFQ	117	142	66	238	26793	60535	40206	58353	63554	58019	69290	74234	92218	87236	117970	126271	138985	174315	185187	225070	271091	277900	348905	483365	523883	633572	763746	1010103	1218919	1612400	2366737	3120256	4055429	4951210	6185189	8177909	10272152	15922562	26583392	29732249	0	0	0
FFQ	118	75	56	195	28015	62469	41208	59738	65356	60287	70522	76056	94335	88115	119584	128218	141101	175953	188981	228913	275205	280342	352108	487242	529470	638397	770208	1014736	1221870	1614542	2368864	3116788	4048430	4936043	6165979	8146101	10237353	15870129	26516923	29889744	0	0	0
FFQ	119	1362	181	481	29446	65977	42932	62783	67865	61476	73505	78413	96514	90758	122225	129976	144458	179904	192412	233059	279201	283590	355563	492834	533799	643170	773168	1020133	1226837	1619253	2369535	3109218	4037080	4922577	6148206	8120734	10203401	15836956	26492754	29967915	0	0	0
FFQ	120	66	46	216	28505	65307	42283	61692	66972	60774	72530	77881	95670	90346	122002	129093	143268	178088	191156	231794	277516	282369	354139	491124	531093	640593	772437	1014354	1221829	1611425	2357553	3092854	4015543	4898108	6129498	8094975	10190698	15817107	26536078	30122669	0	0	0
FFQ	121	103	67	253	29027	65676	42468	61822	67951	62195	72941	78635	97268	91115	122072	130739	144650	179552	193162	232804	279150	285720	355785	494276	532667	643468	773365	1015079	1222225	1608578	2353168	3082442	4002953	4886529	6114888	8074760	10171342	15809695	26544540	30186520	0	1	0
FFQ	122	146	64	260	30132	68477	43736	64428	70185	63222	75220	79446	98763	93205	125237	133205	146083	182716	195461	235110	282783	288998	359895	499827	540361	649172	781253	1028125	1231252	1623039	2368180	3096441	4020047	4897565	6120896	8084740	10164181	15789968	26478697	30099135	0	0	0
FFQ	123	164	77	275	30812	69074	44099	64947	71425	64174	76284	80803	99761	94020	126988	134595	147338	183208	196789	237194	285018	289278	361430	501226	540584	651755	783219	1027344	1232950	1621620	2364286	3084391	4000897	4871726	6093873	8041169	10134576	15739947	26470467	30291868	0	0	0
FFQ	124	112	90	275	31859	71155	45402	67239	73107	65147	77940	82383	102515	95337	128710	136214	149859	187251	198989	239958	288890	292932	365501	504607	544139	654555	787616	1031035	1240778	1626367	2366196	3088200	3997212	4860841	6076772	8021396	10103740	15707144	26440767	30357421	0	0	0
FFQ	125	132	93	327	32772	72370	45231	68613	73978	66188	79151	83535	104174	96807	130976	139140	151672	188960	200470	244296	292240	296331	369788	510517	549508	661928	795250	1044273	1248582	1639407	2384144	3099892	4013914	4869865	6081191	8010368	10088935	15667499	26372904	30334230	0	0	0
FFQ	126	145	88	305	34052	76058	47572	71450	77340	68948	82194	85999	107785	100100	134603	143268	154245	193936	205223	249098	299263	301207	375012	519101	558668	669094	802450	1051116	1260269	1650449	2395942	3107802	4013847	4866570	6073417	7998509	10062977	15631205	26310889	30329455	0	0	0
FFQ	127	80	70	277	34431	76769	47969	72576	78549	70177	83539	87940	110004	101494	136543	145475	157249	197014	208761	251310	303039	305320	380292	525053	564560	676614	808517	1057043	1267905	1657918	2400240	3105096	4013743	4860407	6062366	7974390	10047542	15586141	26243636	30409602	0	0	0
FFQ	128	131	130	417	36638	81184	49650	75783	81886	71943	86464	90236	112215	103976	138781	148292	159774	199940	210499	253927	305438	308711	383927	528066	567755	678300	811259	1060100	1266776	1653234	2395756	3092953	3993530	4827346	6025745	7923073	9985063	15527058	26201878	30671817	0	0	0
FFQ	129	153	100	324	37337	82701	50789	76672	82814	73736	87513	91294	114317	105427	140879	149662	163194	201761	214318	257683	308579	311384	387125	533182	570482	681876	817300	1064281	1270846	1655549	2391855	3085994	3983089	4813223	6003152	7894927	9947895	15460113	26149947	30848178	0	0	0
FFQ	130	155	98	421	37863	83423	51047	78119	83581	74672	88829	91718	114888	106143	142461	151482	162345	203131	214648	258400	309356	313130	387604	532451	571350	684232	817786	1063522	1270662	1655356	2387889	3073312	3964047	4790038	5977021	7864269	9909508	15428138	26162864	31003692	0	0	0
FFQ	131	142	93	406	40046	88149	53503	81505	88023	77862	92388	95884	118822	109747	146713	156366	168314	208331	220168	265096	317180	320244	394310	544230	582207	693423	827398	1074864	1278892	1665769	2392962	3070743	3955979	4773395	5949589	7813872	9852626	15338626	26079538	31172246	0	0	0
FFQ	132	145	122	395	41367	91126	54864	84839	90798	79948	95335	98193	123157	112627	151234	160932	171715	214469	225083	270663	323030	325159	401995	552529	591312	704841	839175	1087678	1293658	1678480	2408319	3082028	3963374	4773638	5946147	7795639	9827402	15285534	25971291	31191410	0	0	0
FFQ	133	166	116	481	44308	96172	58209	89229	95209	83804	99399	101741	128744	116432	157412	167242	178494	222579	232184	278712	333234	334746	413332	566526	604661	720076	855215	1109099	1315824	1702930	2436744	3106044	3980372	4776341	5933011	7766421	9787569	15203098	25836516	31177259	0	0	0
FFQ	134	315	126	585	46391	100072	58895	92540	98170	86401	103200	104703	132099	118940	160315	170277	180772	225031	235056	283652	338036	339273	418322	573026	610835	725890	861085	1116192	1325209	1713449	2448604	3113994	3981284	4765037	5923082	7747967	9744033	15154580	25773385	31238828	0	0	0
FFQ	135	183	163	559	47705	103759	59909	95777	101294	87946	105146	106195	134798	120849	162949	173641	183276	229493	237841	287438	343447	343076	421624	578913	616257	732324	869183	1123208	1331186	1716944	2449388	3110722	3973911	4753080	5892933	7713763	9711523	15095035	25703587	31390626	0	0	0
FFQ	136	238	101	583	48604	104955	60414	96531	102008	89089	106850	106792	136153	121853	164436	174801	184055	230562	238913	289159	343811	344999	422848	581038	615485	732083	867240	1122775	1329934	1716062	2443068	3098206	3955438	4724893	5868099	7673661	9661090	15046052	25686125	31620647	0	0	0
FFQ	137	181	103	547	51755	111041	63213	102038	107888	93713	112655	112247	141869	127422	171868	182639	190317	240443	247207	299725	356287	355278	434967	595035	632593	751122	887832	1145758	1357791	1745265	2479407	3132294	3988231	4750519	5883000	7669920	9644258	14985086	25524881	31433255	0	1	0
FFQ	138	238	172	678	54029	115657	65039	106596	111290	97198	116117	115027	147133	130444	175626	187683	195081	244315	252429	304134	360985	360256	442458	603854	642029	760744	898259	1156782	1368266	1756207	2489139	3133089	3986715	4734395	5862229	7635824	9588834	14898538	25428793	31583369	0	0	0
FFQ	139	256	206	787	57577	121513	67708	111456	116841	100952	121071	118960	152186	135016	181754	192462	199534	251072	257654	311257	369913	367055	449479	614226	648690	769717	907652	1165967	1376928	1763503	2497648	3135779	3976871	4723000	5841603	7600602	9550063	14837382	25349046	31666265	0	0	0
FFQ	140	250	128	675	57235	122045	67720	111789	117266	100573	121131	119487	153511	135426	182622	194023	200722	250930	260156	314050	371201	369770	451838	616287	654698	772849	910729	1167247	1380539	1766629	2495715	3130198	3972552	4702721	5822662	7569242	9516875	14783205	25286265	31858689	0	1	0
FFQ	141	348724	192	701	59135	125061	69277	114619	118723	102855	123511	121669	154583	137178	184602	195557	202672	253697	260538	315215	373115	370757	453204	619256	655634	773581	911229	1169535	1378801	1764462	2483817	3110784	3944417	4671496	5773934	7511493	9454050	14692668	25192735	31916174	0	0	0
FFQ	142	443	221	846	62138	130040	71036	119449	124020	106060	128071	124950	160954	141097	190035	201159	207756	260100	268231	322167	381506	378366	462703	629826	667015	786368	926004	1183676	1396418	1783765	2506356	3129260	3961865	4685434	5785923	7511452	9438094	14687983	25180939	32007925	0	0	0
FFQ	143	289	194	879	63502	134187	72484	122309	126026	108895	131164	126914	163521	142842	193641	205970	210769	265092	270804	326018	387168	383779	468134	636954	671520	792058	930858	1190496	1404565	1786885	2511284	3128094	3947266	4660900	5750456	7461955	9380970	14591394	25101002	32258413	0	0	0
FFQ	144	270	151	866	66165	137772	72968	125175	129478	111073	133117	130201	166718	146194	196335	208791	212535	268217	273478	330670	390758	387880	471247	641215	677792	799344	938622	1199192	1411517	1794935	2519876	3131604	3948595	4652675	5732351	7428289	9342384	14525636	25034088	32371476	1	0	0
FFQ	145	299	154	879	66412	139621	73304	126377	130636	111256	134727	130713	168906	145931	197086	210311	213287	269758	273971	331155	391971	387879	473287	643324	679104	799258	937841	1199407	1408302	1794059	2515556	3121213	3936161	4635673	5716640	7412384	9325290	14516954	25037853	32452712	0	0	0
FFQ	146	394	237	1053	71060	147200	76824	133149	137534	116326	140805	135066	175986	151472	205094	217407	221506	277614	281226	340976	401185	398428	482329	658184	691705	813713	951000	1214188	1426210	1811592	2530748	3129084	3933641	4623779	5691079	7365090	9267177	14417856	24930393	32541341	0	0	0
FFQ	147	301	163	989	72902	150546	77624	135574	139602	118451	143545	136883	177859	153192	207229	220510	223415	280530	284120	344700	405892	402444	486996	660881	696818	817463	957035	1221729	1433868	1816517	2536482	3134744	3938647	4619656	5690963	7366151	9268897	14434617	24956087	32395629	0	0	0
FFQ	148	232	173	983	75982	156724	80274	141171	145115	123356	149582	141750	184871	159577	214148	227371	228561	288654	292399	353200	416398	411079	496744	674165	710424	832842	973798	1236965	1448769	1837519	2559799	3150510	3952925	4626617	5695524	7352778	9243559	14388997	24881247	32254868	0	1	0
FFQ	149	358	167	1117	77852	161468	81653	145064	149404	126008	152087	144573	188224	161682	217099	230860	233212	294031	295819	357706	421691	415286	502521	681825	714854	841976	982928	1247152	1462213	1846899	2571049	3161161	3962344	4628283	5680216	7336088	9217633	14337883	24816030	32263234	0	1	0
FFQ	150	537	207	1204	79892	163971	82729	148404	151835	128074	154729	146600	190852	162881	220593	234532	235176	296421	298778	360265	423452	418122	506592	685821	720432	841453	983350	1248815	1461460	1847411	2565351	3151397	3938166	4603311	5659432	7302968	9178270	14297502	24775186	32443478	0	2	0
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	349070	255	1	5019	22868	14881	21999	21582	26801	22792	30726	30694	41414	39503	57061	55517	71905	81652	100334	103655	127813	151219	171736	252679	252178	293164	380776	491698	502516	682278	824331	1143715	1358745	1997900	3311406	5677392	14737564	83422877	3231935	0	0	0
LFQ	2	31	94	5	7771	48100	30449	43059	41705	48374	44811	53628	55905	69013	67633	89578	89558	108693	123386	145666	147614	177355	205864	229452	323300	321722	366655	463987	593445	597329	796815	951992	1294542	1527529	2184553	3583064	6045561	15323007	80747162	3161244	0	0	0
LFQ	3	15	196	1	6312	37241	24316	33666	33492	38299	37365	44020	47732	57136	59073	77075	78537	94501	110990	129389	134391	160318	190767	212540	300057	302998	347033	441018	562704	576969	766306	915316	1245810	1485139	2122365	3490707	5894179	15005537	81732593	3313548	0	0	0
LFQ	4	36	160	0	5601	35210	23069	31748	31434	36589	35520	42104	45767	55746	57399	74687	77591	91682	108866	126815	132694	158657	187079	210476	297639	300316	345014	439032	558838	575277	765232	916770	1241226	1482941	2121135	3481345	5879891	14930666	81903053	3302346	0	0	0
LFQ	5	23	121	2	5775	36659	23732	33482	33110	37912	36955	44144	47595	58038	59706	77981	81061	96024	113245	132211	138860	165343	195439	218342	307996	311904	356361	454827	579393	591869	788892	942666	1277733	1521870	2171636	3559063	5994741	15176393	81253962	3184585	0	0	0
LFQ	6	67	203	0	5938	36625	23822	33141	32751	37746	37027	43898	47259	57574	59196	77660	79545	95683	112894	130761	136461	164089	194037	216529	305763	309757	353688	449443	571782	588940	781177	934876	1268439	1513058	2159318	3540641	5981758	15170463	81397349	3160293	0	0	0
LFQ	7	1	160	2	5407	35178	22864	32145	32361	37345	35699	43052	46388	57196	58545	76885	79127	94949	112150	130196	136666	163573	193149	215621	305261	308871	353059	448498	571686	589094	781677	934982	1265861	1513796	2160262	3538891	5982301	15159422	81434945	3152386	0	0	0
LFQ	8	2	260	0	5729	36490	23474	33189	33010	37879	37270	43511	47843	57698	59984	77256	80566	95317	113340	130960	137345	164073	193526	217000	304972	308355	352793	447234	569497	585736	776519	932075	1256061	1502429	2144462	3508721	5911336	15016253	81647118	3220368	0	0	0
LFQ	9	10	300	2	5969	37497	24471	34305	33524	38925	37673	44579	48321	58906	60377	78391	81552	97431	113951	132377	138964	164855	194780	219166	305638	310410	353029	450088	571120	587103	779669	932880	1257057	1504422	2142700	3504110	5911871	14993369	81659138	3200721	0	0	0
LFQ	10	22	309	0	5992	37956	24557	34506	33997	39123	38328	45301	48892	59567	60846	79420	82707	97940	115532	134529	140646	167068	197632	221109	308611	314228	357486	452623	574644	594440	783484	938940	1263091	1513376	2154847	3519312	5917496	14999067	81539848	3212179	0	0	0
LFQ	11	24	301	0	6645	38855	25382	35550	35117	40609	38924	45902	49246	60679	62787	80482	83155	99089	116706	135195	142076	169197	199399	222762	311659	316370	361334	456052	578938	599068	788876	945525	1269708	1518983	2165104	3528090	5942363	15033708	81423029	3182762	0	0	0
LFQ	12	6	319	1	6046	37595	24336	34724	34085	39564	38404	45536	49478	59838	61616	80203	83186	97915	116346	134690	141556	168045	199089	222451	310417	315856	358923	455856	577380	597795	787259	942291	1264452	1517882	2158874	3522223	5933890	15017279	81494052	3180193	0	0	0
LFQ	13	7	373	1	6042	37811	24670	34456	34740	39300	38471	45679	49378	60155	61626	80206	83695	98096	117462	135407	141956	167864	198686	222202	310594	315287	359332	455143	575554	597863	786051	944652	1265702	1518277	2158372	3515224	5925501	14996560	81527564	3179692	0	0	0
LFQ	14	14	335	1	5998	38097	24862	35001	34397	39748	38834	45901	49870	60412	62584	80739	83079	98631	116907	133704	141115	168286	199026	222770	310100	315708	357771	454962	575136	598274	785343	941665	1259847	1514338	2153793	3509202	5914600	14977189	81580323	3181089	0	0	0
LFQ	15	3	379	0	6032	38756	25287	35744	35357	40331	38984	46682	50076	60983	62419	81297	84607	99646	117942	135544	143246	169110	201005	222691	312804	317438	360401	458315	578733	600076	787409	943763	1267202	1521427	2158249	3515253	5917514	14972344	81533777	3168825	0	0	0
LFQ	16	2	380	1	5959	38018	24812	34750	34380	39354	39031	45896	50042	60226	62334	80682	84118	99392	117319	135065	142201	168884	200300	223946	310388	317269	360485	455533	575246	598617	786474	943529	1259907	1514966	2154956	3506256	5906528	14937006	81617526	3177873	0	0	0
LFQ	17	32	397	2	6564	39446	25797	36080	35606	40851	39900	46901	50555	61768	63707	81935	85559	100154	118876	137424	144075	171033	202374	225826	313080	319362	363351	457518	578903	601258	790944	947966	1266301	1519288	2161386	3511752	5911283	14942694	81547779	3161924	0	0	0
LFQ	18	155	392	1	6245	39104	25533	35924	35592	40658	39698	46450	50517	61110	63656	81161	84823	100198	118951	136900	143912	170249	202161	225882	313081	318824	361203	458006	577807	602017	787336	945763	1262896	1516559	2154985	3506523	5901556	14939688	81590136	3163999	0	0	0
LFQ	19	22	400	1	6052	39019	25053	35186	35345	40490	39579	46534	49996	60628	63477	81681	84982	99312	118610	136706	143322	169138	202050	224912	312021	318216	360338	456106	575954	600221	785504	944143	1257391	1516023	2148264	3496094	5888941	14910626	81664206	3173108	0	0	0
LFQ	20	69	480	1	6133	37880	24617	34570	34567	39907	38993	45547	49339	59887	62746	79899	83772	98360	117804	134880	141619	167478	200401	223043	308880	315793	358132	453771	572456	596576	781146	939303	1252676	1511762	2143430	3489297	5878394	14896536	81749878	3179629	0	0	0
LFQ	21	32	474	0	6385	40113	26627	36984	36976	41780	40845	48201	51696	62472	64975	83429	87017	101406	121383	138170	145827	172291	204006	228055	315172	321257	365822	460338	578999	605676	790206	948959	1262074	1520829	2159211	3501433	5890529	14900959	81593911	3155132	0	0	0
LFQ	22	103	507	1	6332	38134	24978	34879	34749	39619	39186	45854	50043	60440	62972	80411	84261	99177	117411	135253	142431	167957	199978	223322	308566	316328	359073	452667	570547	597898	778451	937204	1250562	1506801	2140228	3481463	5864177	14866420	81819427	3171841	0	0	0
LFQ	23	10	493	0	6219	38300	25160	34896	34885	40234	39611	46441	50409	60401	63458	81290	84993	99438	118688	135832	143360	168895	201620	224799	309121	317151	360364	455263	572409	600257	781804	940726	1249126	1508237	2140573	3481120	5861767	14851250	81814139	3166912	0	0	0
LFQ	24	11	445	0	6178	38998	25485	35462	35236	40734	40037	46643	50822	61018	63745	82000	85446	99991	119067	136892	144344	170645	202174	225099	311393	318378	360056	456417	574862	599751	784065	941005	1252784	1510598	2142335	3481354	5868079	14859080	81784302	3154720	0	0	0
LFQ	25	54	480	0	6641	39156	25803	35796	35760	40660	40110	46668	50797	61712	64205	81763	85211	99821	119337	136718	143930	170989	202397	224485	311165	318460	361365	456639	574173	600979	782230	940400	1250040	1510565	2139046	3477886	5851062	14821703	81838052	3163393	0	0	0
LFQ	26	54	502	3	6253	37844	25055	35037	34550	39657	39035	45843	49946	60421	62589	80485	84336	98732	117476	135217	142322	168569	199888	222891	310243	315871	360310	454762	573317	598023	781640	941490	1252118	1509281	2140322	3490129	5869525	14909690	81808363	3107862	0	0	0
LFQ	27	26	463	1	6696	40292	26331	37279	36524	41978	40635	47617	51759	62287	64902	83059	87115	101262	121188	138256	145045	172963	204284	227863	314195	322630	363225	461110	580129	604812	789123	949125	1262262	1519401	2155514	3502611	5890563	14927947	81636341	3092838	0	0	0
LFQ	28	27	482	0	6031	37526	24370	34376	34865	39819	39138	45887	50492	60120	63180	80638	85077	100257	118465	135518	143662	169257	201477	224638	310521	317786	360507	456140	574742	600575	782886	942460	1252294	1514798	2143182	3485109	5877256	14897162	81791801	3107130	0	0	0
LFQ	29	3	481	3	6013	37922	24910	34513	34416	39559	39520	46636	50212	60529	64194	81399	85529	100255	119819	136692	144159	170092	202190	226284	311935	318630	362104	457751	576280	601603	785267	945120	1254813	1515774	2145975	3488392	5871373	14896294	81770715	3102295	0	0	0
LFQ	30	48	524	1	6763	40332	26561	37030	36797	41973	41106	47833	52695	62568	65807	83789	87797	102020	122565	139546	147687	173997	207338	230058	316740	324578	366622	464017	582670	609628	793448	952221	1262757	1524119	2158245	3501263	5884183	14899334	81627924	3087067	0	0	0
LFQ	31	5	589	1	6182	39796	25797	36355	36046	40993	40684	48127	52216	62126	66022	83308	88192	102067	122840	139676	146885	173369	205750	228713	315320	323681	366510	462688	580163	608448	791510	951484	1260056	1523468	2154761	3495854	5872959	14871353	81693266	3092391	0	0	0
LFQ	32	8	551	0	6248	38774	25453	35806	35884	40734	41020	47158	51573	62098	65373	82287	87301	101860	121081	138657	145735	173011	204266	228437	315327	322351	364540	460410	578073	606201	787481	947967	1254899	1513924	2149321	3488773	5863902	14872519	81755546	3095102	0	0	0
LFQ	33	176745	582	0	6355	39704	26133	36677	36479	41532	41489	48030	52753	63229	65883	84153	88723	102674	122933	140294	147818	174506	207037	231425	316196	324163	365982	462401	579108	610112	790226	950755	1258880	1518894	2148050	3487426	5857715	14840604	81585260	3078725	0	0	0
LFQ	34	17	609	0	6360	39988	25798	36207	36182	41308	41345	48051	52587	62720	66077	83762	88486	102655	123434	140122	148170	174956	207104	231560	317092	324099	367654	462008	582153	608797	791932	951680	1258499	1522180	2153921	3493674	5862191	14850903	81717306	3088064	0	0	0
LFQ	35	16	564	0	6469	40514	26802	37498	36901	42051	41682	48699	52932	63881	67029	84913	89322	103522	124210	140761	149207	175028	208862	232805	317859	325500	369777	464323	582753	612293	793614	952092	1261844	1524544	2156430	3492725	5863154	14846903	81691820	3080352	0	0	0
LFQ	36	48	606	0	6399	39089	25886	35898	35467	41000	40794	47053	51844	61659	65420	81919	87595	101470	121799	138324	146081	172629	205020	229010	313957	322331	364535	459333	575530	606112	786858	945541	1249963	1512694	2143609	3475366	5848306	14831742	81847033	3091731	0	0	0
LFQ	37	15	650	1	6576	40133	26347	37094	37033	41755	41590	48409	52674	62933	66776	84025	89098	103240	124143	141104	148323	175173	208633	231488	316449	326054	368396	463570	581376	610868	791281	952290	1255576	1520752	2151001	3485928	5851783	14820786	81764274	3082054	0	0	0
LFQ	38	3	630	1	6382	39923	26478	36722	36933	42083	41678	48724	53363	63410	67276	84564	89594	104038	124243	140775	149529	174911	208838	231314	317704	326956	368754	464911	582129	612646	792046	953094	1259270	1521288	2154424	3486346	5850063	14822253	81743472	3082883	0	0	0
LFQ	39	5	611	1	6625	41862	27208	37748	37865	42753	42493	49484	54515	64801	68118	85949	90320	105298	126131	142825	151268	177849	210447	233708	318961	330031	370232	466841	584008	613461	794908	954873	1259619	1524758	2155599	3488510	5848802	14806346	81715046	3079772	0	0	0
LFQ	40	25	579	0	6681	42036	27638	38102	38404	43520	43326	50490	55179	65215	69229	86663	91718	106032	126866	144293	151781	179254	211207	236135	321121	330994	372828	469480	585299	618412	796589	962225	1262716	1529181	2159330	3492897	5848954	14799936	81669891	3075425	0	0	0
LFQ	41	6	697	0	6666	41336	26803	37978	37512	42895	42768	49350	54123	64986	68791	85262	90871	104839	126178	142298	151287	176765	210004	234437	318902	327935	369433	464863	582517	614364	791958	952531	1254476	1519553	2145572	3475633	5827270	14764046	81814321	3090425	0	0	0
LFQ	42	1	625	3	6525	41334	27194	38100	37845	42769	42759	49772	54619	64981	68733	86110	91282	104956	126292	143592	152592	177663	211207	233737	319983	330306	372669	467137	584292	614326	793485	955421	1255640	1523516	2153283	3478972	5836709	14777212	81764512	3079497	0	0	0
LFQ	43	9	698	1	6724	42950	28373	39298	38627	44129	44043	50628	55543	66194	69889	87584	92609	107194	128676	144971	153668	179847	213019	236986	322802	331753	374263	468630	586350	618211	797177	960578	1261766	1528701	2153561	3483577	5830806	14752722	81726931	3080163	0	0	0
